"vln"|"muni"|"year"|"d_CCJ"|"d_EQU"|"d_FON"|"d_IMLD"|"d_PN0"|"d_CIN"|"d_FAM"|"d_FSR"|"d_IMLM"|"d_VP"|"d_CCE"|"d_CTI"|"d_FDC"|"d_GAU"|"d_PL"|"Freq"
"kill"|"YOPAL"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|25
"kill"|"YOPAL"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|12
"kill"|"YOPAL"|2006|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"YOPAL"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3
"kill"|"YOPAL"|2006|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"YOPAL"|2006|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1
"kill"|"YOPAL"|2006|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|2
"kill"|"YOPAL"|2006|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"YOPAL"|2006|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|3
"disp"|"YOPAL"|2006|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"disp"|"YOPAL"|2006|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|2
"kill"|"NUNCHIA"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"NUNCHIA"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"NUNCHIA"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|2
"kill"|"TAURAMENA"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|5
"kill"|"TAURAMENA"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3
"kill"|"TAURAMENA"|2006|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|2
"kill"|"TAURAMENA"|2006|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"disp"|"TAURAMENA"|2006|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"AGUAZUL"|2006|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2006|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|11
"kill"|"AGUAZUL"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|3
"kill"|"AGUAZUL"|2006|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"disp"|"AGUAZUL"|2006|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"disp"|"AGUAZUL"|2006|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2
"disp"|"AGUAZUL"|2006|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"disp"|"AGUAZUL"|2006|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"MONTERREY"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"MONTERREY"|2006|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"MONTERREY"|2006|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1
"kill"|"VILLANUEVA"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"VILLANUEVA"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"VILLANUEVA"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"VILLANUEVA"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3
"kill"|"VILLANUEVA"|2006|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"MANI"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"MANI"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"disp"|"MANI"|2006|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"TRINIDAD"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"TRINIDAD"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|3
"kill"|"TRINIDAD"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4
"kill"|"SABANALARGA"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"SABANALARGA"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"HATO COROZAL"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2
"kill"|"HATO COROZAL"|2006|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"HATO COROZAL"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|5
"kill"|"HATO COROZAL"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|10
"kill"|"PAZ DE ARIPORO"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|4
"kill"|"PAZ DE ARIPORO"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"PAZ DE ARIPORO"|2006|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|2
"disp"|"PAZ DE ARIPORO"|2006|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1
"kill"|"PORE"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3
"kill"|"PORE"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"PORE"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"PORE"|2006|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1
"kill"|"PORE"|2006|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2006|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1
"kill"|"OROCUE"|2006|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1
"kill"|"OROCUE"|2006|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"OROCUE"|2006|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1
"kill"|"OROCUE"|2006|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"OROCUE"|2006|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1
"kill"|"SACAMA"|2007|1|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1
"kill"|"LA SALINA"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"LA SALINA"|2007|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1
"kill"|"TAMARA"|2007|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"TAMARA"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"YOPAL"|2007|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"YOPAL"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|22
"kill"|"YOPAL"|2007|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|10
"kill"|"YOPAL"|2007|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|2
"kill"|"YOPAL"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"YOPAL"|2007|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1
"kill"|"YOPAL"|2007|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|2
"kill"|"YOPAL"|2007|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1
"kill"|"YOPAL"|2007|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1
"kill"|"YOPAL"|2007|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|1
"kill"|"CHAMEZA"|2007|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"NUNCHIA"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|4
"kill"|"NUNCHIA"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"TAURAMENA"|2007|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2
"kill"|"TAURAMENA"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"AGUAZUL"|2007|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"AGUAZUL"|2007|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|4
"kill"|"AGUAZUL"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"kill"|"AGUAZUL"|2007|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7
"kill"|"AGUAZUL"|2007|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|2
"kill"|"AGUAZUL"|2007|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1
"kill"|"AGUAZUL"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"AGUAZUL"|2007|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|5
"kill"|"AGUAZUL"|2007|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1
"kill"|"AGUAZUL"|2007|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|2
"kill"|"AGUAZUL"|2007|1|0|0|0|0|1|0|0|1|0|1|0|0|0|0|3
"kill"|"AGUAZUL"|2007|1|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1
"kill"|"AGUAZUL"|2007|1|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1
"kill"|"MONTERREY"|2007|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"MONTERREY"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"MONTERREY"|2007|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|5
"kill"|"VILLANUEVA"|2007|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2
"kill"|"VILLANUEVA"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2
"kill"|"MANI"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
"disp"|"MANI"|2007|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
"kill"|"SABANALARGA"|2007|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1
"kill"|"HATO COROZAL"|2007|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
"kill"|"HATO COROZAL"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"HATO COROZAL"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"HATO COROZAL"|2007|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|3
"kill"|"HATO COROZAL"|2007|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|3
"kill"|"PAZ DE ARIPORO"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2007|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1
"kill"|"PAZ DE ARIPORO"|2007|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1
"kill"|"SAN LUIS DE PALENQUE"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
"kill"|"OROCUE"|2007|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2
